// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 14 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
BuildScript: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.bat
// ***** Done, took 00:00:03 (3.17 sec)   *****
// Found 12 benchmarks:
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
//   FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]
//   FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]
//   FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=4096]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=0]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1600 1596 --benchmarkName "PInvokeBench.FillBenchmarks.V1_DllImport_ByteArray(Size: 0)" --job ShortRun --benchmarkId 0 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

WorkloadActual   1: 67108864 op, 1170426400.00 ns, 17.4407 ns/op
WorkloadActual   2: 67108864 op, 1037148400.00 ns, 15.4547 ns/op
WorkloadActual   3: 67108864 op, 1018794200.00 ns, 15.1812 ns/op

// AfterActualRun
WorkloadResult   1: 67108864 op, 1030991500.00 ns, 15.3630 ns/op
WorkloadResult   2: 67108864 op, 897713500.00 ns, 13.3770 ns/op
WorkloadResult   3: 67108864 op, 879359300.00 ns, 13.1035 ns/op
// GC:  0 0 0 8192 67108864
// Threading:  0 0 67108864

// AfterAll
// Benchmark Process 7944 has exited with code 0.

Mean = 13.948 ns, StdErr = 0.712 ns (5.10%), N = 3, StdDev = 1.233 ns
Min = 13.103 ns, Q1 = 13.240 ns, Median = 13.377 ns, Q3 = 14.370 ns, Max = 15.363 ns
IQR = 1.130 ns, LowerFence = 11.546 ns, UpperFence = 16.065 ns
ConfidenceInterval = [-8.550 ns; 36.445 ns] (CI 99.9%), Margin = 22.498 ns (161.30% of Mean)
Skewness = 0.36, Kurtosis = 0.67, MValue = 2

// ** Remained 10 (71.4%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1744 1656 --benchmarkName "PInvokeBench.FillBenchmarks.V2_DllImport_Fixed(Size: 16)" --job ShortRun --benchmarkId 4 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 1013200.00 ns, 1.0132 ms/op
WorkloadJitting  1: 1 op, 6477200.00 ns, 6.4772 ms/op

OverheadJitting  2: 16 op, 512300.00 ns, 32.0188 us/op
WorkloadJitting  2: 16 op, 465200.00 ns, 29.0750 us/op

WorkloadPilot    1: 16 op, 2100.00 ns, 131.2500 ns/op
WorkloadPilot    2: 32 op, 1100.00 ns, 34.3750 ns/op
WorkloadPilot    3: 64 op, 2000.00 ns, 31.2500 ns/op
WorkloadPilot    4: 128 op, 3800.00 ns, 29.6875 ns/op
WorkloadPilot    5: 256 op, 7600.00 ns, 29.6875 ns/op
WorkloadPilot    6: 512 op, 13800.00 ns, 26.9531 ns/op
WorkloadPilot    7: 1024 op, 28900.00 ns, 28.2227 ns/op
WorkloadPilot    8: 2048 op, 55100.00 ns, 26.9043 ns/op
WorkloadPilot    9: 4096 op, 115200.00 ns, 28.1250 ns/op
WorkloadPilot   10: 8192 op, 228400.00 ns, 27.8809 ns/op
WorkloadPilot   11: 16384 op, 451600.00 ns, 27.5635 ns/op
WorkloadPilot   12: 32768 op, 879800.00 ns, 26.8494 ns/op
WorkloadPilot   13: 65536 op, 1746500.00 ns, 26.6495 ns/op
WorkloadPilot   14: 131072 op, 3577000.00 ns, 27.2903 ns/op
WorkloadPilot   15: 262144 op, 7127900.00 ns, 27.1908 ns/op
WorkloadPilot   16: 524288 op, 14085400.00 ns, 26.8658 ns/op
WorkloadPilot   17: 1048576 op, 30222100.00 ns, 28.8220 ns/op
WorkloadPilot   18: 2097152 op, 62399500.00 ns, 29.7544 ns/op
WorkloadPilot   19: 4194304 op, 122162600.00 ns, 29.1258 ns/op
WorkloadPilot   20: 8388608 op, 225127600.00 ns, 26.8373 ns/op
WorkloadPilot   21: 16777216 op, 479969600.00 ns, 28.6084 ns/op
WorkloadPilot   22: 33554432 op, 1005755300.00 ns, 29.9738 ns/op

OverheadWarmup   1: 33554432 op, 69023900.00 ns, 2.0571 ns/op
OverheadWarmup   2: 33554432 op, 66610400.00 ns, 1.9851 ns/op
OverheadWarmup   3: 33554432 op, 66319400.00 ns, 1.9765 ns/op
OverheadWarmup   4: 33554432 op, 71236900.00 ns, 2.1230 ns/op
OverheadWarmup   5: 33554432 op, 69486600.00 ns, 2.0709 ns/op
OverheadWarmup   6: 33554432 op, 67372700.00 ns, 2.0079 ns/op
OverheadWarmup   7: 33554432 op, 70330300.00 ns, 2.0960 ns/op
OverheadWarmup   8: 33554432 op, 73547400.00 ns, 2.1919 ns/op
OverheadWarmup   9: 33554432 op, 77696600.00 ns, 2.3155 ns/op
OverheadWarmup  10: 33554432 op, 77137400.00 ns, 2.2989 ns/op

OverheadActual   1: 33554432 op, 75112700.00 ns, 2.2385 ns/op
OverheadActual   2: 33554432 op, 75003100.00 ns, 2.2353 ns/op
OverheadActual   3: 33554432 op, 73589900.00 ns, 2.1931 ns/op
OverheadActual   4: 33554432 op, 71558900.00 ns, 2.1326 ns/op
OverheadActual   5: 33554432 op, 70477400.00 ns, 2.1004 ns/op
OverheadActual   6: 33554432 op, 70411200.00 ns, 2.0984 ns/op
OverheadActual   7: 33554432 op, 72408000.00 ns, 2.1579 ns/op
OverheadActual   8: 33554432 op, 71334500.00 ns, 2.1259 ns/op
OverheadActual   9: 33554432 op, 69672700.00 ns, 2.0764 ns/op
OverheadActual  10: 33554432 op, 70609600.00 ns, 2.1043 ns/op
OverheadActual  11: 33554432 op, 69820000.00 ns, 2.0808 ns/op
OverheadActual  12: 33554432 op, 72892100.00 ns, 2.1724 ns/op
OverheadActual  13: 33554432 op, 70037300.00 ns, 2.0873 ns/op
OverheadActual  14: 33554432 op, 68752700.00 ns, 2.0490 ns/op
OverheadActual  15: 33554432 op, 67855300.00 ns, 2.0222 ns/op

WorkloadWarmup   1: 33554432 op, 837983700.00 ns, 24.9739 ns/op
WorkloadWarmup   2: 33554432 op, 847577700.00 ns, 25.2598 ns/op
WorkloadWarmup   3: 33554432 op, 936784100.00 ns, 27.9183 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 987047000.00 ns, 29.4163 ns/op
WorkloadActual   2: 33554432 op, 876690600.00 ns, 26.1274 ns/op
WorkloadActual   3: 33554432 op, 889070100.00 ns, 26.4964 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 916437400.00 ns, 27.3120 ns/op
WorkloadResult   2: 33554432 op, 806081000.00 ns, 24.0231 ns/op
WorkloadResult   3: 33554432 op, 818460500.00 ns, 24.3920 ns/op
// GC:  0 0 0 8192 33554432
// Threading:  0 0 33554432

// AfterAll
// Benchmark Process 27352 has exited with code 0.

Mean = 25.242 ns, StdErr = 1.040 ns (4.12%), N = 3, StdDev = 1.802 ns
Min = 24.023 ns, Q1 = 24.208 ns, Median = 24.392 ns, Q3 = 25.852 ns, Max = 27.312 ns
IQR = 1.644 ns, LowerFence = 21.741 ns, UpperFence = 28.319 ns
ConfidenceInterval = [-7.629 ns; 58.114 ns] (CI 99.9%), Margin = 32.872 ns (130.22% of Mean)
Skewness = 0.37, Kurtosis = 0.67, MValue = 2

// ** Remained 9 (64.3%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport ref byte + GetReference': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=16]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1808 1812 --benchmarkName "PInvokeBench.FillBenchmarks.V3_DllImport_RefByte(Size: 16)" --job ShortRun --benchmarkId 5 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 300800.00 ns, 300.8000 us/op
WorkloadJitting  1: 1 op, 5779400.00 ns, 5.7794 ms/op

OverheadJitting  2: 16 op, 421700.00 ns, 26.3563 us/op
WorkloadJitting  2: 16 op, 420400.00 ns, 26.2750 us/op

WorkloadPilot    1: 16 op, 2000.00 ns, 125.0000 ns/op
WorkloadPilot    2: 32 op, 1200.00 ns, 37.5000 ns/op
WorkloadPilot    3: 64 op, 2400.00 ns, 37.5000 ns/op
WorkloadPilot    4: 128 op, 3600.00 ns, 28.1250 ns/op
WorkloadPilot    5: 256 op, 6800.00 ns, 26.5625 ns/op
WorkloadPilot    6: 512 op, 13500.00 ns, 26.3672 ns/op
WorkloadPilot    7: 1024 op, 26400.00 ns, 25.7813 ns/op
WorkloadPilot    8: 2048 op, 54000.00 ns, 26.3672 ns/op
WorkloadPilot    9: 4096 op, 108500.00 ns, 26.4893 ns/op
WorkloadPilot   10: 8192 op, 210600.00 ns, 25.7080 ns/op
WorkloadPilot   11: 16384 op, 425600.00 ns, 25.9766 ns/op
WorkloadPilot   12: 32768 op, 864500.00 ns, 26.3824 ns/op
WorkloadPilot   13: 65536 op, 1672100.00 ns, 25.5142 ns/op
WorkloadPilot   14: 131072 op, 3811400.00 ns, 29.0787 ns/op
WorkloadPilot   15: 262144 op, 7494900.00 ns, 28.5908 ns/op
WorkloadPilot   16: 524288 op, 13744100.00 ns, 26.2148 ns/op
WorkloadPilot   17: 1048576 op, 28904000.00 ns, 27.5650 ns/op
WorkloadPilot   18: 2097152 op, 55317900.00 ns, 26.3776 ns/op
WorkloadPilot   19: 4194304 op, 111735500.00 ns, 26.6398 ns/op
WorkloadPilot   20: 8388608 op, 214045000.00 ns, 25.5162 ns/op
WorkloadPilot   21: 16777216 op, 425881600.00 ns, 25.3845 ns/op
WorkloadPilot   22: 33554432 op, 1080741100.00 ns, 32.2086 ns/op

OverheadWarmup   1: 33554432 op, 74065000.00 ns, 2.2073 ns/op
OverheadWarmup   2: 33554432 op, 72952800.00 ns, 2.1742 ns/op
OverheadWarmup   3: 33554432 op, 72384400.00 ns, 2.1572 ns/op
OverheadWarmup   4: 33554432 op, 67421000.00 ns, 2.0093 ns/op
OverheadWarmup   5: 33554432 op, 65778800.00 ns, 1.9604 ns/op
OverheadWarmup   6: 33554432 op, 65916500.00 ns, 1.9645 ns/op
OverheadWarmup   7: 33554432 op, 66808400.00 ns, 1.9910 ns/op
OverheadWarmup   8: 33554432 op, 67602200.00 ns, 2.0147 ns/op
OverheadWarmup   9: 33554432 op, 66383500.00 ns, 1.9784 ns/op
OverheadWarmup  10: 33554432 op, 66411800.00 ns, 1.9792 ns/op

OverheadActual   1: 33554432 op, 65730000.00 ns, 1.9589 ns/op
OverheadActual   2: 33554432 op, 65367600.00 ns, 1.9481 ns/op
OverheadActual   3: 33554432 op, 65694800.00 ns, 1.9579 ns/op
OverheadActual   4: 33554432 op, 66275300.00 ns, 1.9752 ns/op
OverheadActual   5: 33554432 op, 67209200.00 ns, 2.0030 ns/op
OverheadActual   6: 33554432 op, 67365200.00 ns, 2.0076 ns/op
OverheadActual   7: 33554432 op, 66230500.00 ns, 1.9738 ns/op
OverheadActual   8: 33554432 op, 65607800.00 ns, 1.9553 ns/op
OverheadActual   9: 33554432 op, 65302400.00 ns, 1.9462 ns/op
OverheadActual  10: 33554432 op, 66503200.00 ns, 1.9819 ns/op
OverheadActual  11: 33554432 op, 65753300.00 ns, 1.9596 ns/op
OverheadActual  12: 33554432 op, 65969000.00 ns, 1.9660 ns/op
OverheadActual  13: 33554432 op, 67361800.00 ns, 2.0075 ns/op
OverheadActual  14: 33554432 op, 67287900.00 ns, 2.0053 ns/op
OverheadActual  15: 33554432 op, 66782100.00 ns, 1.9903 ns/op

WorkloadWarmup   1: 33554432 op, 877083000.00 ns, 26.1391 ns/op
WorkloadWarmup   2: 33554432 op, 891887800.00 ns, 26.5803 ns/op
WorkloadWarmup   3: 33554432 op, 853122500.00 ns, 25.4250 ns/op

// BeforeActualRun
WorkloadActual   1: 33554432 op, 1006663000.00 ns, 30.0009 ns/op
WorkloadActual   2: 33554432 op, 852417000.00 ns, 25.4040 ns/op
WorkloadActual   3: 33554432 op, 902336100.00 ns, 26.8917 ns/op

// AfterActualRun
WorkloadResult   1: 33554432 op, 940432500.00 ns, 28.0271 ns/op
WorkloadResult   2: 33554432 op, 786186500.00 ns, 23.4302 ns/op
WorkloadResult   3: 33554432 op, 836105600.00 ns, 24.9179 ns/op
// GC:  0 0 0 8192 33554432
// Threading:  0 0 33554432

// AfterAll
// Benchmark Process 12016 has exited with code 0.

Mean = 25.458 ns, StdErr = 1.354 ns (5.32%), N = 3, StdDev = 2.346 ns
Min = 23.430 ns, Q1 = 24.174 ns, Median = 24.918 ns, Q3 = 26.472 ns, Max = 28.027 ns
IQR = 2.298 ns, LowerFence = 20.726 ns, UpperFence = 29.920 ns
ConfidenceInterval = [-17.335 ns; 68.251 ns] (CI 99.9%), Margin = 42.793 ns (168.09% of Mean)
Skewness = 0.22, Kurtosis = 0.67, MValue = 2

// ** Remained 8 (57.1%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport byte[]': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1832 1836 --benchmarkName "PInvokeBench.FillBenchmarks.V1_DllImport_ByteArray(Size: 256)" --job ShortRun --benchmarkId 6 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 244500.00 ns, 244.5000 us/op
WorkloadJitting  1: 1 op, 570500.00 ns, 570.5000 us/op

OverheadJitting  2: 16 op, 407700.00 ns, 25.4813 us/op
WorkloadJitting  2: 16 op, 413200.00 ns, 25.8250 us/op

WorkloadPilot    1: 16 op, 2600.00 ns, 162.5000 ns/op
WorkloadPilot    2: 32 op, 2100.00 ns, 65.6250 ns/op
WorkloadPilot    3: 64 op, 4100.00 ns, 64.0625 ns/op
WorkloadPilot    4: 128 op, 7600.00 ns, 59.3750 ns/op
WorkloadPilot    5: 256 op, 14500.00 ns, 56.6406 ns/op
WorkloadPilot    6: 512 op, 28600.00 ns, 55.8594 ns/op
WorkloadPilot    7: 1024 op, 57400.00 ns, 56.0547 ns/op
WorkloadPilot    8: 2048 op, 114600.00 ns, 55.9570 ns/op
WorkloadPilot    9: 4096 op, 228500.00 ns, 55.7861 ns/op
WorkloadPilot   10: 8192 op, 422500.00 ns, 51.5747 ns/op
WorkloadPilot   11: 16384 op, 914500.00 ns, 55.8167 ns/op
WorkloadPilot   12: 32768 op, 1704700.00 ns, 52.0233 ns/op
WorkloadPilot   13: 65536 op, 3534100.00 ns, 53.9261 ns/op
WorkloadPilot   14: 131072 op, 7197500.00 ns, 54.9126 ns/op
WorkloadPilot   15: 262144 op, 14777600.00 ns, 56.3721 ns/op
WorkloadPilot   16: 524288 op, 28702000.00 ns, 54.7447 ns/op
WorkloadPilot   17: 1048576 op, 56209000.00 ns, 53.6051 ns/op
WorkloadPilot   18: 2097152 op, 114720700.00 ns, 54.7031 ns/op
WorkloadPilot   19: 4194304 op, 221371500.00 ns, 52.7791 ns/op
WorkloadPilot   20: 8388608 op, 433581400.00 ns, 51.6869 ns/op
WorkloadPilot   21: 16777216 op, 1001208300.00 ns, 59.6767 ns/op

OverheadWarmup   1: 16777216 op, 38100600.00 ns, 2.2710 ns/op
OverheadWarmup   2: 16777216 op, 35626500.00 ns, 2.1235 ns/op
OverheadWarmup   3: 16777216 op, 35939200.00 ns, 2.1421 ns/op
OverheadWarmup   4: 16777216 op, 38646200.00 ns, 2.3035 ns/op
OverheadWarmup   5: 16777216 op, 32058400.00 ns, 1.9108 ns/op
OverheadWarmup   6: 16777216 op, 32837200.00 ns, 1.9572 ns/op
OverheadWarmup   7: 16777216 op, 32229100.00 ns, 1.9210 ns/op

OverheadActual   1: 16777216 op, 32199800.00 ns, 1.9193 ns/op
OverheadActual   2: 16777216 op, 34566300.00 ns, 2.0603 ns/op
OverheadActual   3: 16777216 op, 32117600.00 ns, 1.9144 ns/op
OverheadActual   4: 16777216 op, 32988000.00 ns, 1.9662 ns/op
OverheadActual   5: 16777216 op, 36516100.00 ns, 2.1765 ns/op
OverheadActual   6: 16777216 op, 37187300.00 ns, 2.2165 ns/op
OverheadActual   7: 16777216 op, 36333800.00 ns, 2.1657 ns/op
OverheadActual   8: 16777216 op, 36033200.00 ns, 2.1477 ns/op
OverheadActual   9: 16777216 op, 35026800.00 ns, 2.0878 ns/op
OverheadActual  10: 16777216 op, 32431600.00 ns, 1.9331 ns/op
OverheadActual  11: 16777216 op, 32370500.00 ns, 1.9294 ns/op
OverheadActual  12: 16777216 op, 32374200.00 ns, 1.9297 ns/op
OverheadActual  13: 16777216 op, 32424300.00 ns, 1.9326 ns/op
OverheadActual  14: 16777216 op, 32225100.00 ns, 1.9208 ns/op
OverheadActual  15: 16777216 op, 31552200.00 ns, 1.8807 ns/op
OverheadActual  16: 16777216 op, 31508200.00 ns, 1.8780 ns/op
OverheadActual  17: 16777216 op, 31559400.00 ns, 1.8811 ns/op
OverheadActual  18: 16777216 op, 33707500.00 ns, 2.0091 ns/op
OverheadActual  19: 16777216 op, 33591800.00 ns, 2.0022 ns/op
OverheadActual  20: 16777216 op, 33880700.00 ns, 2.0194 ns/op

WorkloadWarmup   1: 16777216 op, 915648800.00 ns, 54.5769 ns/op
WorkloadWarmup   2: 16777216 op, 903651400.00 ns, 53.8618 ns/op
WorkloadWarmup   3: 16777216 op, 1125599900.00 ns, 67.0910 ns/op

// BeforeActualRun
WorkloadActual   1: 16777216 op, 1101859200.00 ns, 65.6759 ns/op
WorkloadActual   2: 16777216 op, 944060800.00 ns, 56.2704 ns/op
WorkloadActual   3: 16777216 op, 885214300.00 ns, 52.7629 ns/op

// AfterActualRun
WorkloadResult   1: 16777216 op, 1069149400.00 ns, 63.7263 ns/op
WorkloadResult   2: 16777216 op, 911351000.00 ns, 54.3208 ns/op
WorkloadResult   3: 16777216 op, 852504500.00 ns, 50.8132 ns/op
// GC:  0 0 0 8192 16777216
// Threading:  0 0 16777216

// AfterAll
// Benchmark Process 7736 has exited with code 0.

Mean = 56.287 ns, StdErr = 3.855 ns (6.85%), N = 3, StdDev = 6.677 ns
Min = 50.813 ns, Q1 = 52.567 ns, Median = 54.321 ns, Q3 = 59.024 ns, Max = 63.726 ns
IQR = 6.457 ns, LowerFence = 42.882 ns, UpperFence = 68.708 ns
ConfidenceInterval = [-65.531 ns; 178.104 ns] (CI 99.9%), Margin = 121.818 ns (216.42% of Mean)
Skewness = 0.27, Kurtosis = 0.67, MValue = 2

// ** Remained 7 (50.0%) benchmark(s) to run. Estimated finish 2026-05-10 14:45 (0h 1m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// **************************
// Benchmark: FillBenchmarks.'DllImport byte* + fixed': ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3) [Size=256]
// *** Execute ***
// Launch: 1 / 1
// Execute: D:\dotnet-pinvoke-bench\src\PInvokeBench\bin\Release\net48\7baac886-0571-43a9-8f3f-0ec267008e17.exe --anonymousPipes 1844 1864 --benchmarkName "PInvokeBench.FillBenchmarks.V2_DllImport_Fixed(Size: 256)" --job ShortRun --benchmarkId 7 in 
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.14.0
// Runtime=.NET Framework 4.8.1 (4.8.9325.0), X64 RyuJIT VectorSize=256
// GC=Concurrent Workstation
// HardwareIntrinsics= VectorSize=256
// Job: ShortRun(IterationCount=3, LaunchCount=1, WarmupCount=3)

OverheadJitting  1: 1 op, 255900.00 ns, 255.9000 us/op
WorkloadJitting  1: 1 op, 6796500.00 ns, 6.7965 ms/op

OverheadJitting  2: 16 op, 612600.00 ns, 38.2875 us/op
WorkloadJitting  2: 16 op, 474500.00 ns, 29.6563 us/op

WorkloadPilot    1: 16 op, 3100.00 ns, 193.7500 ns/op
WorkloadPilot    2: 32 op, 2500.00 ns, 78.1250 ns/op
WorkloadPilot    3: 64 op, 5200.00 ns, 81.2500 ns/op
WorkloadPilot    4: 128 op, 9700.00 ns, 75.7813 ns/op
WorkloadPilot    5: 256 op, 18600.00 ns, 72.6563 ns/op
WorkloadPilot    6: 512 op, 36900.00 ns, 72.0703 ns/op
WorkloadPilot    7: 1024 op, 73200.00 ns, 71.4844 ns/op
WorkloadPilot    8: 2048 op, 145900.00 ns, 71.2402 ns/op
WorkloadPilot    9: 4096 op, 290100.00 ns, 70.8252 ns/op
WorkloadPilot   10: 8192 op, 585800.00 ns, 71.5088 ns/op
WorkloadPilot   11: 16384 op, 1167700.00 ns, 71.2708 ns/op
WorkloadPilot   12: 32768 op, 2333600.00 ns, 71.2158 ns/op
WorkloadPilot   13: 65536 op, 4897800.00 ns, 74.7345 ns/op
WorkloadPilot   14: 131072 op, 9675200.00 ns, 73.8159 ns/op
WorkloadPilot   15: 262144 op, 20848600.00 ns, 79.5311 ns/op
WorkloadPilot   16: 524288 op, 41944900.00 ns, 80.0035 ns/op
WorkloadPilot   17: 1048576 op, 80862300.00 ns, 77.1163 ns/op
WorkloadPilot   18: 2097152 op, 154685900.00 ns, 73.7600 ns/op
WorkloadPilot   19: 4194304 op, 267429600.00 ns, 63.7602 ns/op
WorkloadPilot   20: 8388608 op, 519716100.00 ns, 61.9550 ns/op

OverheadWarmup   1: 8388608 op, 16571400.00 ns, 1.9755 ns/op
OverheadWarmup   2: 8388608 op, 16084600.00 ns, 1.9174 ns/op
OverheadWarmup   3: 8388608 op, 16343000.00 ns, 1.9482 ns/op
OverheadWarmup   4: 8388608 op, 16041400.00 ns, 1.9123 ns/op
OverheadWarmup   5: 8388608 op, 16022300.00 ns, 1.9100 ns/op
OverheadWarmup   6: 8388608 op, 16250800.00 ns, 1.9372 ns/op
OverheadWarmup   7: 8388608 op, 16190000.00 ns, 1.9300 ns/op

OverheadActual   1: 8388608 op, 16010700.00 ns, 1.9086 ns/op
OverheadActual   2: 8388608 op, 18140400.00 ns, 2.1625 ns/op
OverheadActual   3: 8388608 op, 17873100.00 ns, 2.1306 ns/op
OverheadActual   4: 8388608 op, 18389200.00 ns, 2.1922 ns/op
OverheadActual   5: 8388608 op, 18140700.00 ns, 2.1625 ns/op
OverheadActual   6: 8388608 op, 18881000.00 ns, 2.2508 ns/op
OverheadActual   7: 8388608 op, 17224700.00 ns, 2.0533 ns/op
OverheadActual   8: 8388608 op, 17046800.00 ns, 2.0321 ns/op
OverheadActual   9: 8388608 op, 17546500.00 ns, 2.0917 ns/op
OverheadActual  10: 8388608 op, 17774400.00 ns, 2.1189 ns/op
OverheadActual  11: 8388608 op, 17640800.00 ns, 2.1029 ns/op
OverheadActual  12: 8388608 op, 17523700.00 ns, 2.0890 ns/op
OverheadActual  13: 8388608 op, 16965900.00 ns, 2.0225 ns/op
OverheadActual  14: 8388608 op, 17653600.00 ns, 2.1045 ns/op
OverheadActual  15: 8388608 op, 17844600.00 ns, 2.1272 ns/op

WorkloadWarmup   1: 8388608 op, 626163000.00 ns, 74.6444 ns/op
WorkloadWarmup   2: 8388608 op, 631355500.00 ns, 75.2634 ns/op
WorkloadWarmup   3: 8388608 op, 567880300.00 ns, 67.6966 ns/op

// BeforeActualRun
WorkloadActual   1: 8388608 op, 519203300.00 ns, 61.8939 ns/op
WorkloadActual   2: 8388608 op, 522093000.00 ns, 62.2383 ns/op
WorkloadActual   3: 8388608 op, 521457600.00 ns, 62.1626 ns/op

// AfterActualRun
WorkloadResult   1: 8388608 op, 501549700.00 ns, 59.7894 ns/op
WorkloadResult   2: 8388608 op, 504439400.00 ns, 60.1339 ns/op
WorkloadResult   3: 8388608 op, 503804000.00 ns, 60.0581 ns/op
// GC:  0 0 0 8192 8388608
// Threading:  0 0 8388608

// AfterAll
// Benchmark Process 8104 has exited with code 0.

Mean = 59.994 ns, StdErr = 0.105 ns (0.17%), N = 3, StdDev = 0.181 ns
